Vaccine,Country Name,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
HIB3,Seychelles,..,..,..,..,..,..,..,..,..,..,99,99,98,98,99,97,96,97,99,99
HIB3,Sierra Leone,..,..,..,..,..,..,..,63,77,84,86,89,91,92,83,86,84,90,93,95
HIB3,Singapore,..,..,..,..,..,..,..,..,..,..,..,..,..,85,86,96,96,96,96,96
HIB3,Sint Maarten (Dutch part),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,Slovak Republic,59,70,92,99,99,99,99,99,99,99,99,99,99,98,97,96,96,96,96,97
HIB3,Slovenia,..,93,93,95,94,95,97,97,97,96,96,96,96,95,95,95,94,94,93,95
HIB3,Small states,17.7914309,21.81213409,21.81128108,26.25392736,31.74914767,33.84074453,37.75262313,38.11564715,42.23897196,58.69535483,71.69093814,80.67896393,83.55200565,87.06123997,87.74306179,88.20113747,88.327394,87.47134635,88.06189724,87.16556781
HIB3,Solomon Islands,..,..,..,..,..,..,..,..,89,87,87,92,92,83,77,87,94,83,85,94
HIB3,Somalia,..,..,..,..,..,..,..,..,..,..,..,..,..,42,42,42,42,42,42,42
HIB3,South Africa,73,71,70,69,75,82,84,84,80,77,72,71,69,79,85,85,76,76,74,77
HIB3,South Asia,0,0,0,0,0,0,0,0,0,17.16482625,18.12767204,20.76524665,21.96540933,36.73581265,37.65683478,55.89348412,80.63919571,86.85105252,87.52140365,88.21420101
HIB3,South Asia (IDA & IBRD),0,0,0,0,0,0,0,0,0,17.16482625,18.12767204,20.76524665,21.96540933,36.73581265,37.65683478,55.89348412,80.63919571,86.85105252,87.52140365,88.21420101
HIB3,South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31,45,47,49,49
HIB3,Spain,92,96,97,98,97,96,98,96,97,96,97,97,97,96,96,97,97,95,96,96
HIB3,Sri Lanka,..,..,..,..,..,..,..,..,..,..,99,99,99,99,99,99,99,99,99,99
HIB3,St. Kitts and Nevis,12,99,95,99,95,99,99,99,97,97,96,98,98,97,98,94,98,98,98,97
HIB3,St. Lucia,..,..,14,84,91,95,85,99,96,95,97,99,98,99,99,99,95,80,95,92
HIB3,St. Martin (French part),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,St. Vincent and the Grenadines,..,..,..,27,99,99,99,99,99,99,99,96,97,98,98,99,99,99,97,97
HIB3,Sub-Saharan Africa,3.191315259,3.027679419,12.49833218,12.86321722,16.01820754,17.36014285,21.00207322,29.02469606,36.76809309,58.57421568,59.19716737,60.93545076,63.01577728,66.18329831,70.27379241,70.02640073,72.09809024,72.50631221,72.76516844,73.22575646
HIB3,Sub-Saharan Africa (excluding high income),3.191509683,3.027853783,12.49909179,12.86400929,16.01919972,17.36120772,21.00335573,29.02638148,36.77014063,58.57735214,59.19510119,60.93346529,63.01404594,66.18173689,70.27239447,70.02510312,72.09697356,72.5051644,72.76396048,73.22459415
HIB3,Sub-Saharan Africa (IDA & IBRD countries),3.191315259,3.027679419,12.49833218,12.86321722,16.01820754,17.36014285,21.00207322,29.02469606,36.76809309,58.57421568,59.19716737,60.93545076,63.01577728,66.18329831,70.27379241,70.02640073,72.09809024,72.50631221,72.76516844,73.22575646
HIB3,Sudan,..,..,..,..,..,..,..,..,78,72,75,93,92,93,94,93,93,95,93,93
HIB3,Suriname,..,..,..,..,..,83,84,84,84,87,84,80,76,76,71,73,77,67,81,77
HIB3,Sweden,98,98,98,99,99,98,98,98,98,98,98,98,98,98,97,98,98,97,97,97
HIB3,Switzerland,91,91,91,91,91,93,93,93,95,95,95,95,95,95,95,95,95,95,95,95
HIB3,Syrian Arab Republic,..,84,83,82,81,80,80,80,79,80,80,72,45,41,43,41,42,48,47,54
HIB3,Tajikistan,..,..,..,..,..,..,..,..,46,93,93,96,94,96,97,96,97,96,96,97
HIB3,Tanzania,..,..,..,..,..,..,..,..,..,85,91,90,92,91,97,96,92,90,89,89
HIB3,Thailand,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,Timor-Leste,..,..,..,..,..,..,..,..,..,..,..,..,..,82,77,76,79,83,83,83
HIB3,Togo,..,..,..,..,..,..,..,..,24,78,83,85,84,84,84,82,82,83,81,84
HIB3,Tonga,..,..,..,..,..,99,99,99,99,99,99,99,95,99,98,96,96,99,99,99
HIB3,Trinidad and Tobago,74,85,59,92,94,95,89,88,90,90,90,90,92,92,92,90,97,89,99,93
HIB3,Tunisia,..,..,..,96,97,80,..,..,..,..,..,43,95,95,94,93,93,92,90,92
HIB3,Turkey,..,..,..,..,..,..,..,76,96,96,97,97,97,98,96,97,98,96,98,99
HIB3,Turkmenistan,..,..,..,..,..,..,..,..,..,..,58,71,97,97,97,99,98,99,99,99
HIB3,Turks and Caicos Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,Tuvalu,..,..,..,..,..,..,..,..,..,84,89,96,97,90,89,96,94,96,89,92
HIB3,Uganda,..,..,29,44,62,64,64,73,71,79,80,82,83,84,85,89,93,94,93,93
HIB3,Ukraine,..,..,..,..,..,..,11,46,81,66,51,26,83,83,38,38,47,39,58,80
HIB3,United Arab Emirates,92,92,94,94,94,94,92,92,92,93,94,95,96,98,99,99,99,98,99,99
HIB3,United Kingdom,91,91,91,91,92,91,92,92,92,93,94,95,95,95,95,95,94,94,94,93
HIB3,United States,93,93,93,94,94,94,93,93,91,84,90,94,93,93,93,93,93,93,92,91
HIB3,Upper middle income,21.87506083,21.34370161,23.40736783,25.72280123,28.68525237,30.49732693,30.82008924,33.6084376,34.70524905,34.79502425,35.11537184,35.69522393,37.2152062,37.61766032,37.68415495,37.86304511,37.57033362,37.7668127,37.45100511,37.09886233
HIB3,Uruguay,88,90,95,91,94,96,95,94,94,95,95,95,95,94,95,95,95,93,91,94
HIB3,Uzbekistan,..,..,..,..,..,..,..,..,..,98,99,99,99,99,99,99,99,99,98,96
HIB3,Vanuatu,..,..,..,..,..,..,..,..,..,..,..,64,64,86,86,80,81,85,85,90
HIB3,"Venezuela, RB",2,34,59,54,60,87,71,62,51,84,78,78,81,82,78,87,84,66,60,64
HIB3,Vietnam,..,..,..,..,..,..,..,..,..,..,63,95,97,59,95,97,96,94,75,89
HIB3,Virgin Islands (U.S.),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,West Bank and Gaza,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HIB3,World,13.42200699,13.8305729,17.06046697,17.95747251,19.47391242,20.61374802,21.58941948,24.91694929,27.78271881,38.1524884,39.9871404,42.97490924,44.50473259,50.8402707,55.01540141,62.54164879,69.67009876,71.08487466,71.01346659,71.52908279
HIB3,"Yemen, Rep.",..,..,..,..,..,43,73,75,75,74,75,69,67,73,73,69,71,68,65,73
HIB3,Zambia,..,..,..,..,83,82,81,80,87,94,83,81,78,79,86,90,91,94,90,88
HIB3,Zimbabwe,..,..,..,..,..,..,..,..,75,73,90,94,97,95,91,87,90,89,89,90
HEPB,Afghanistan,..,..,..,..,..,..,..,63,64,63,66,68,67,64,62,65,66,66,66,66
HEPB,Africa Eastern and Southern,7.632546255,8.528053919,33.96128401,35.86121135,39.52724065,44.4018896,48.11755436,69.34876723,69.86272469,71.82638092,72.09614637,75.73184442,75.11011096,75.05258824,76.9740428,76.7553049,76.17006332,75.91086576,76.59920545,76.67682071
HEPB,Africa Western and Central,0.4667389308,1.056569374,8.771432716,14.67315583,16.47290263,31.69850544,40.37215848,51.72088632,53.20747389,69.40847358,63.88717892,61.43882782,60.75526334,60.61582409,60.97074071,60.71817371,66.37807795,67.8162296,67.49154955,68.48596034
HEPB,Albania,96,96,96,97,99,98,98,98,99,98,99,99,99,99,98,99,98,99,99,99
HEPB,Algeria,..,..,..,..,81,83,80,90,91,94,95,95,95,95,95,95,91,91,91,91
HEPB,American Samoa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,Andorra,84,84,84,81,77,79,84,91,97,96,96,99,96,94,95,94,94,98,98,98
HEPB,Angola,..,..,..,..,..,..,..,43,45,47,49,50,52,54,55,55,55,52,59,53
HEPB,Antigua and Barbuda,..,96,99,99,97,99,99,97,98,98,98,99,98,99,99,99,92,95,95,99
HEPB,Arab World,55.25505404,59.46046097,59.96467423,60.28750902,66.7798731,74.22896015,78.47605127,81.54589548,82.84152994,83.23517083,83.48857792,84.63902889,81.06873642,87.12863253,85.60223164,84.70701791,85.75197271,86.91140494,85.95759743,86.57486338
HEPB,Argentina,..,..,66,73,81,88,84,85,90,94,94,91,91,94,94,94,92,86,86,86
HEPB,Armenia,55,69,91,93,91,91,78,85,89,93,94,95,95,95,93,94,94,94,92,92
HEPB,Aruba,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,Australia,..,94,95,95,95,95,95,94,94,94,92,92,91,91,91,93,94,95,95,95
HEPB,Austria,33,44,81,83,83,86,83,85,83,83,86,89,92,95,98,93,87,90,85,85
HEPB,Azerbaijan,..,..,50,51,50,49,52,62,68,74,80,84,88,93,94,96,97,95,95,94
HEPB,"Bahamas, The",..,21,89,88,93,93,96,93,90,95,98,95,96,97,96,95,94,94,90,86
HEPB,Bahrain,97,99,98,98,98,98,98,97,97,98,99,99,99,99,98,98,99,98,99,99
HEPB,Bangladesh,..,..,..,5,11,45,86,95,96,97,94,96,94,96,97,98,98,98,98,98
HEPB,Barbados,..,18,66,91,93,92,84,93,85,93,86,91,87,91,94,97,97,90,95,90
HEPB,Belarus,70,93,99,56,99,99,98,91,98,98,96,98,97,98,97,99,96,98,98,97
HEPB,Belgium,60,60,60,64,64,77,94,94,98,97,97,97,98,98,98,98,97,97,97,97
HEPB,Belize,76,96,97,96,97,96,98,96,94,97,96,95,98,95,95,94,95,88,96,98
HEPB,Benin,..,..,15,73,75,70,74,82,75,79,76,75,80,77,74,74,76,76,76,76
HEPB,Bermuda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,Bhutan,98,89,83,95,89,95,95,95,96,93,91,95,97,97,99,99,98,98,97,97
HEPB,Bolivia,77,77,77,80,84,85,83,84,88,93,91,95,93,87,85,89,87,84,83,75
HEPB,Bosnia and Herzegovina,..,..,..,..,36,93,90,94,88,90,89,88,92,91,89,82,78,77,80,80
HEPB,Botswana,86,87,88,90,91,92,93,93,94,94,95,95,95,95,95,95,95,95,95,95
HEPB,Brazil,94,91,92,97,96,98,99,99,96,99,96,98,96,96,96,96,89,93,93,80
HEPB,British Virgin Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,Brunei Darussalam,99,99,99,99,99,99,99,97,96,96,96,93,99,98,99,99,99,99,99,99
HEPB,Bulgaria,94,93,88,96,94,96,96,95,96,96,95,96,95,95,95,92,91,92,85,85
HEPB,Burkina Faso,..,..,..,..,..,..,76,89,93,92,91,91,90,88,91,91,91,91,91,91
HEPB,Burundi,..,..,..,..,83,87,92,99,92,94,96,96,96,96,95,94,94,91,90,93
HEPB,Cabo Verde,..,..,40,66,91,93,95,96,98,98,98,90,94,93,96,94,96,97,99,97
HEPB,Cambodia,..,..,..,..,..,..,80,82,91,92,91,91,91,86,91,92,93,93,92,92
HEPB,Cameroon,..,..,..,..,..,79,81,82,84,80,84,82,85,89,83,78,75,74,67,67
HEPB,Canada,..,..,..,14,14,14,14,14,28,42,56,70,70,55,55,69,70,71,71,74
HEPB,Caribbean small states,4.391534229,21.26334364,28.06495961,56.48573506,86.99072036,95.36529585,93.28824593,91.75242407,91.25005388,92.03837883,92.87636044,91.34891356,93.57937044,92.50581145,91.6878642,90.63375052,95.24847613,90.0222083,95.02963308,93.59532697
HEPB,Cayman Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,Central African Republic,..,..,..,..,..,..,..,..,..,42,45,47,47,23,47,47,47,47,47,47
HEPB,Central Europe and the Baltics,74.09212901,73.21818391,80.0362425,80.433521,82.62345912,82.89796308,83.13657205,86.89031364,86.97490069,86.76308826,87.36865764,87.26783924,86.44057922,85.94025362,85.29488567,83.91713986,83.1501284,82.78700722,81.98094852,81.59169727
HEPB,Chad,..,..,..,..,..,..,..,..,17,24,39,33,40,39,36,42,41,41,46,50
HEPB,Channel Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,Chile,..,..,..,..,..,..,95,92,95,94,92,94,90,90,95,97,95,93,95,96
HEPB,China,60,65,70,75,79,84,91,92,95,99,99,99,99,99,99,99,99,99,99,99
HEPB,Colombia,78,80,78,92,89,93,93,93,92,92,88,85,92,91,90,91,91,92,92,92
HEPB,Comoros,..,..,..,28,77,68,69,75,81,83,74,83,89,88,88,91,91,91,91,91
HEPB,"Congo, Dem. Rep.",..,..,..,..,..,..,..,70,65,72,60,74,75,68,68,63,57,57,57,57
HEPB,"Congo, Rep.",..,..,..,..,..,..,..,64,73,75,74,70,62,85,90,80,71,69,75,79
HEPB,Costa Rica,89,80,94,86,89,90,88,89,89,87,89,84,91,94,91,92,97,97,98,98
HEPB,Cote d'Ivoire,..,10,48,63,67,76,77,76,74,81,79,62,82,75,73,79,87,83,86,84
HEPB,Croatia,..,..,..,..,..,..,..,94,97,97,97,96,96,96,95,94,92,92,93,93
HEPB,Cuba,98,98,98,99,99,95,89,93,95,96,96,96,96,96,97,99,99,99,99,99
HEPB,Curacao,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,Cyprus,89,89,88,88,88,88,93,93,93,96,96,96,96,96,96,97,97,97,97,94
HEPB,Czech Republic,..,..,86,92,98,99,98,99,99,99,99,99,99,99,99,97,96,94,96,97
HEPB,Denmark,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,Djibouti,..,..,..,..,..,..,..,25,88,89,88,87,81,82,78,84,68,76,84,85
HEPB,Dominica,..,..,..,..,..,..,7,93,96,99,98,98,97,96,97,98,99,91,94,99
HEPB,Dominican Republic,68,66,63,79,82,87,84,81,81,80,83,80,74,80,89,81,80,81,92,87
HEPB,Early-demographic dividend,20.30252739,22.24142522,25.0678496,32.16883888,37.23201949,42.38350499,45.39370006,49.29586642,59.42573797,63.46396535,64.05177677,67.1876379,79.07978871,78.9077628,81.81746419,84.30900621,86.3385152,84.83040365,84.79916213,85.35941749
HEPB,East Asia & Pacific,50.64306025,56.88908801,58.9199626,66.57196657,70.96972411,74.77932564,82.26724912,83.97421814,87.90530233,90.55928484,89.92336931,89.3431023,90.80552361,90.46883214,90.34210781,89.39966976,91.18481409,90.32588918,88.95283523,92.76778648
HEPB,East Asia & Pacific (excluding high income),52.10196481,58.12855819,60.2410984,68.45739636,73.15032973,77.10031802,85.07276131,87.04315912,91.16850218,93.97253933,93.28687188,92.55389911,94.07979028,93.67816929,93.49586899,92.43355602,94.26923304,93.26489602,91.73874748,92.46245488
HEPB,East Asia & Pacific (IDA & IBRD countries),52.79712252,58.84460574,61.04914883,69.02221806,72.80834124,76.89612203,84.92256522,86.97913006,91.15821438,93.98409886,93.29018414,92.53795926,94.05796421,93.68593015,93.50160852,92.39175151,94.24836136,93.21988797,91.67436259,92.4060742
HEPB,Ecuador,36,69,75,82,88,92,96,94,93,91,90,88,88,87,83,78,83,85,85,85
HEPB,"Egypt, Arab Rep.",98,99,97,98,97,98,98,98,97,97,97,96,93,97,94,93,95,94,95,95
HEPB,El Salvador,99,75,81,94,90,89,96,99,98,91,89,89,92,92,93,91,93,85,81,81
HEPB,Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53,40,53,53,53,53
HEPB,Eritrea,..,..,86,91,84,96,94,95,95,95,95,94,94,94,94,95,95,95,95,95
HEPB,Estonia,..,..,..,..,90,95,95,95,94,95,94,94,94,93,93,91,93,92,93,91
HEPB,Eswatini,83,86,88,90,93,95,93,92,90,88,89,91,95,98,98,90,90,90,90,90
HEPB,Ethiopia,..,..,..,..,..,..,..,47,52,56,62,65,62,59,61,63,66,68,68,68
HEPB,Euro area,60.78362269,63.17060571,64.65466767,65.59311307,69.21798641,70.11024176,71.14588164,71.9645062,73.52402365,74.48843573,78.64136495,83.05598569,83.72187921,86.09307277,88.50917716,89.33601037,89.51276957,89.47104977,89.81425415,89.80398984
HEPB,Europe & Central Asia,41.09533886,49.06403605,62.31027211,67.09806295,72.73986688,74.23682044,74.96063281,77.20551454,76.70984558,76.83831388,77.84907317,78.24834875,79.99149801,81.12360256,80.69238645,81.38769572,81.52430713,83.3404244,84.35563886,91.76479749
HEPB,Europe & Central Asia (excluding high income),33.71158039,47.88747365,71.4875117,80.34510884,88.89948333,91.25702958,91.86044557,95.12968548,93.11001269,92.6724642,91.94127713,89.60043309,92.21628852,92.76845818,90.40263249,90.96871165,90.7444214,93.17879806,94.63299514,95.20918123
HEPB,Europe & Central Asia (IDA & IBRD countries),37.99266775,50.5015153,72.64971922,80.80306103,88.83648047,91.05232684,91.68236935,95.31239592,93.46955266,93.06805537,92.38769757,90.22474989,92.54039017,92.97969412,90.74453544,91.26029793,90.96673405,93.16220774,94.41679496,94.94976793
HEPB,European Union,61.38697402,63.1780241,65.60083219,66.29304844,69.21182911,69.88164029,70.62292116,72.33513799,73.61195045,74.3575784,77.6552218,81.68364412,81.96614333,83.75307917,85.63048981,86.23778166,86.63551769,86.59173168,87.04831298,87.0003125
HEPB,Faroe Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,Fiji,98,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
HEPB,Finland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,Fragile and conflict affected situations,8.968880504,11.22288669,13.95441941,16.70825436,19.43753778,29.84078986,35.93127617,56.75602616,57.40063289,67.33263403,64.22570456,63.04692043,61.5158482,63.91623782,64.24124624,64.20996642,66.90527535,67.76540826,67.31203483,67.98946381
HEPB,France,26,28,29,28,35,35,39,42,47,51,64,74,78,82,83,88,90,90,91,91
HEPB,French Polynesia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,Gabon,..,..,..,..,..,28,52,75,82,79,67,75,82,79,70,80,75,75,70,70
HEPB,"Gambia, The",91,91,92,94,95,95,95,97,98,97,97,96,98,97,96,97,95,92,93,88
HEPB,Georgia,55,61,51,48,64,79,84,94,89,54,95,89,92,96,91,94,92,91,93,94
HEPB,Germany,84,86,87,90,88,90,87,86,87,88,88,87,87,87,87,87,87,87,87,87
HEPB,Ghana,..,..,80,80,80,84,84,94,93,94,94,91,92,90,98,88,93,99,97,97
HEPB,Gibraltar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,Greece,89,90,91,92,92,93,94,95,95,95,95,95,98,98,96,96,96,96,96,96
HEPB,Greenland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,Grenada,..,96,98,97,83,99,91,96,99,99,97,94,97,97,97,92,96,96,95,94
HEPB,Guam,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,Guatemala,..,..,..,..,..,87,89,85,95,92,94,88,96,85,73,74,80,82,86,86
HEPB,Guinea,..,..,..,..,..,..,..,57,57,57,64,63,57,50,44,47,47,45,47,47
HEPB,Guinea-Bissau,..,..,..,..,..,..,..,..,..,80,82,89,87,87,88,88,88,88,88,84
HEPB,Guyana,..,85,91,90,91,93,93,94,93,98,95,93,97,98,98,95,97,97,95,99
HEPB,Haiti,..,..,..,..,..,..,..,..,..,..,..,..,..,68,63,64,64,64,64,51
HEPB,Heavily indebted poor countries (HIPC),3.063493464,4.413192583,23.29370708,28.88113071,32.47177516,39.9642281,44.90753703,65.49255591,66.88548518,72.09986353,72.37862868,75.16330523,75.60367466,75.65756722,76.72260109,76.68105892,76.78492798,77.30952337,76.61898958,76.90772567
HEPB,High income,59.14515136,61.01135512,62.56861993,64.67959536,66.05044754,67.07276765,69.38078824,69.25654878,70.60541728,70.53573461,71.86017626,73.52588504,73.13761221,73.57144563,74.60416918,75.41011107,75.84977676,76.69001297,76.45215884,90.64692402
HEPB,Honduras,93,95,94,91,93,97,94,93,92,97,97,97,98,98,98,98,94,89,90,87
HEPB,"Hong Kong SAR, China",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,Hungary,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,IBRD only,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,Iceland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,IDA & IBRD total,27.31635664,30.380198,35.93236017,42.60651504,46.87046508,52.55571317,56.56991792,62.04650514,68.47062645,73.2774832,72.63161269,74.55148015,80.78054653,80.24971219,82.19613974,83.47733226,84.83551517,84.3407437,84.15977185,84.36119075
HEPB,IDA blend,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,IDA only,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,IDA total,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,India,..,..,..,..,6,8,6,6,29,37,38,44,73,70,79,87,88,89,90,91
HEPB,Indonesia,65,62,63,64,64,65,66,76,82,82,83,81,86,92,88,84,84,85,85,85
HEPB,"Iran, Islamic Rep.",99,94,99,98,95,94,98,97,99,99,99,99,98,99,99,98,99,99,99,99
HEPB,Iraq,67,66,65,63,62,65,59,56,66,75,72,78,62,68,69,68,73,85,84,84
HEPB,Ireland,..,..,..,..,..,..,..,..,..,..,46,95,95,95,95,95,95,95,94,93
HEPB,Isle of Man,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,Israel,98,96,98,98,99,96,96,99,99,98,97,98,97,97,97,96,95,97,96,96
HEPB,Italy,94,95,95,95,96,96,96,97,96,96,96,96,96,96,95,93,93,94,95,95
HEPB,Jamaica,..,..,..,36,98,99,97,92,92,90,94,92,96,93,92,91,98,93,97,96
HEPB,Japan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99
HEPB,Jordan,93,97,95,97,95,95,98,98,97,98,98,98,98,98,98,99,98,99,96,89
HEPB,Kazakhstan,99,95,95,99,99,94,99,94,99,99,99,99,95,99,95,98,82,99,98,97
HEPB,Kenya,..,..,84,73,73,76,80,81,88,88,90,96,94,93,92,89,89,82,92,92
HEPB,Kiribati,90,85,79,73,67,50,88,96,83,86,91,95,94,95,75,82,81,90,95,94
HEPB,"Korea, Dem. People's Rep.",..,..,..,27,98,92,96,92,92,93,93,94,96,93,93,96,96,97,97,97
HEPB,"Korea, Rep.",93,89,92,91,92,99,99,91,94,94,94,99,99,99,99,98,98,98,98,98
HEPB,Kosovo,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,Kuwait,95,99,99,99,94,99,99,99,99,99,99,99,98,99,96,99,99,99,91,91
HEPB,Kyrgyz Republic,44,57,99,99,99,97,90,94,97,96,96,96,96,97,96,97,96,92,94,95
HEPB,Lao PDR,..,..,..,50,45,49,57,50,61,67,74,78,79,87,88,81,66,69,68,68
HEPB,Late-demographic dividend,59.67967679,65.24157048,70.26896057,78.99447727,83.98334859,87.69391473,92.81509557,92.06643404,94.64829063,97.56718695,97.06040713,97.6922143,97.76136509,95.85300463,97.58204059,97.84116959,96.85469088,97.31481411,96.24119944,95.6469054
HEPB,Latin America & Caribbean,65.46491932,68.61025125,73.25720548,82.43441445,84.88014871,90.22332395,91.35283543,90.54977819,89.7523394,92.01237283,90.24952006,91.00737075,91.70295229,89.02306174,88.74181613,88.81533967,89.26601206,81.0750058,80.72657868,77.08239055
HEPB,Latin America & Caribbean (excluding high income),70.39698783,71.11458018,75.74669174,84.94449469,86.99525481,92.47178005,92.44012275,92.17866679,91.78595714,92.42881802,90.9179243,91.69907763,92.39148427,89.39741153,89.19646556,88.67213631,89.37961802,81.50657989,81.32700275,77.12864941
HEPB,Latin America & the Caribbean (IDA & IBRD countries),65.06986662,68.22549075,72.92302036,82.21584681,84.69795961,90.16369465,91.37971989,90.51899224,89.69312925,91.9641768,90.17943569,90.94660142,91.6504663,88.9328393,88.63420453,88.68354603,89.13853314,80.85266761,80.50767791,76.83061464
HEPB,Latvia,95,96,98,98,98,99,94,91,93,92,91,89,90,94,92,94,98,98,96,99
HEPB,Least developed countries: UN classification,0.7445735337,1.614207708,13.96599139,19.96450529,26.07920509,36.89549257,48.55998197,68.08655997,69.50520693,74.09908189,73.80238156,74.14223551,74.28188955,75.38157533,76.8346776,77.40378986,77.38489429,77.69033867,77.4716533,77.7972992
HEPB,Lebanon,83,80,77,74,75,77,78,80,81,81,81,80,80,80,80,80,80,80,80,80
HEPB,Lesotho,..,..,..,17,60,87,91,90,88,91,93,96,95,93,88,83,87,87,87,87
HEPB,Liberia,..,..,..,..,..,..,..,..,75,81,70,77,80,80,63,80,84,84,84,74
HEPB,Libya,92,93,91,96,99,97,98,98,98,98,98,98,98,96,94,97,97,96,73,73
HEPB,Liechtenstein,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,Lithuania,98,95,94,95,94,95,95,96,96,95,94,95,93,93,94,94,95,94,93,92
HEPB,Low & middle income,27.29941557,30.17049541,35.69368078,42.43750218,46.90597023,52.56339037,56.48464059,61.9983883,68.49240478,73.17763572,72.56091111,74.48794561,80.77035583,80.23013361,82.20173112,83.45600279,84.84660626,84.43651119,84.27357837,84.45313035
HEPB,Low income,3.764554242,5.186795328,16.29486383,22.04256325,26.94273671,31.10586317,36.8446561,62.03009456,63.38322857,69.47254064,69.48007546,71.55708788,70.33459847,70.66762572,70.87564912,71.66628435,72.17376579,73.01038058,72.75879699,73.68192097
HEPB,Lower middle income,12.10704151,13.68211482,19.29786346,27.50697507,32.81843414,39.74790479,43.79296393,46.65984153,57.12692449,62.64660377,61.69728326,64.28664815,76.09154743,75.53864946,78.89773278,81.03937737,83.54220036,83.4799286,83.48155117,84.14197012
HEPB,Luxembourg,77,86,95,95,94,95,95,87,94,95,94,95,94,94,94,94,94,94,96,96
HEPB,"Macao SAR, China",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
