Vaccine,Country Name,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
HEPB,Monaco,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
HEPB,Mongolia,93,95,98,98,98,98,98,98,96,97,96,99,99,98,99,99,99,99,99,98
HEPB,Montenegro,..,..,..,..,..,..,90,90,93,87,90,91,90,90,87,82,75,73,72,72
HEPB,Morocco,43,84,92,90,95,96,95,95,97,98,98,98,99,99,99,99,99,99,99,99
HEPB,Mozambique,..,25,76,76,76,75,75,75,75,74,74,78,81,85,88,88,88,88,88,88
HEPB,Myanmar,..,..,..,8,39,62,75,85,85,91,92,40,58,75,88,89,90,89,91,90
HEPB,Namibia,..,..,..,..,..,..,..,..,..,..,83,82,84,89,88,92,85,88,89,87
HEPB,Nauru,58,95,75,77,78,80,99,99,99,99,99,99,79,87,95,91,97,87,90,96
HEPB,Nepal,..,..,..,2,27,41,69,82,82,89,82,92,90,92,92,91,87,90,91,93
HEPB,Netherlands,..,..,..,..,..,..,..,..,..,..,..,20,20,51,94,94,93,92,92,92
HEPB,New Caledonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,New Zealand,90,90,89,89,88,87,87,88,90,93,90,95,93,93,93,92,92,94,93,92
HEPB,Nicaragua,83,87,85,86,79,86,88,93,97,98,98,98,98,98,98,98,98,98,98,98
HEPB,Niger,..,..,..,..,..,..,..,..,..,71,70,75,71,73,81,84,80,85,79,81
HEPB,Nigeria,..,..,..,..,..,18,27,42,41,63,49,46,42,43,43,42,53,55,56,57
HEPB,North America,82.62620742,81.8910627,81.1318421,86.02290297,86.08249109,87.00640271,87.08168844,86.8161925,88.70429853,87.88828298,88.97627166,89.18690191,88.26798002,87.84719949,88.72687092,89.94541817,90.94581663,90.99635638,89.1657139,89.43509518
HEPB,North Macedonia,..,..,..,..,..,53,89,96,97,95,90,96,98,97,97,92,94,91,92,92
HEPB,Northern Mariana Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,Norway,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96
HEPB,Not classified,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,OECD members,65.20933062,67.22196916,67.74214738,69.8327556,71.37213095,72.87497859,74.37497595,75.0384339,75.3988291,75.1109948,75.82537246,77.58405341,77.96580894,75.96534512,76.98063762,77.476303,79.57257272,75.09270722,74.70306535,86.18521091
HEPB,Oman,99,99,99,99,99,99,99,99,99,98,99,99,98,98,99,99,99,99,99,99
HEPB,Other small states,37.92488736,37.78714011,36.83850869,42.34060182,51.76133721,56.95308866,59.5664756,62.10517196,69.43334562,75.51473982,82.51279577,83.65137365,85.6093208,85.69825778,86.49586922,86.97327425,85.67211704,86.35980295,86.47245179,85.14760181
HEPB,Pacific island small states,88.9560726,88.34910651,86.26757964,86.69170122,83.87805257,82.95326272,88.04322739,87.32958056,83.62474797,87.7785368,88.59689628,90.63290102,91.45822847,89.69372795,86.54922596,89.36848552,91.32486152,88.15462638,85.32082839,91.35331997
HEPB,Pakistan,..,..,..,62,62,65,60,54,53,52,52,63,64,65,69,72,75,75,75,75
HEPB,Palau,96,98,99,99,98,98,98,91,92,69,80,91,89,99,99,90,98,98,98,98
HEPB,Panama,..,98,98,98,95,92,88,85,86,85,94,87,85,80,80,73,86,81,88,88
HEPB,Papua New Guinea,57,59,60,67,60,63,71,61,59,66,67,72,69,69,57,52,46,36,35,35
HEPB,Paraguay,..,..,..,86,90,92,92,86,87,85,91,91,91,90,93,92,92,91,88,86
HEPB,Peru,..,..,..,65,92,94,94,93,93,93,93,91,95,88,88,90,89,83,84,88
HEPB,Philippines,7,45,42,52,48,49,77,87,88,85,77,87,88,89,67,60,86,72,65,65
HEPB,Poland,99,95,98,97,98,98,98,98,98,98,98,98,97,96,96,96,95,93,91,91
HEPB,Portugal,58,70,82,94,94,94,97,97,97,96,97,97,98,98,98,98,98,98,98,98
HEPB,Post-demographic dividend,55.11853322,57.52321284,60.45583305,63.51392317,65.90553922,67.02837272,67.52540885,67.27393577,68.31478361,67.50626712,67.87903809,68.0723442,68.88581013,69.34990081,69.35327565,70.1902284,70.90783037,72.99483813,73.4051786,89.42503335
HEPB,Pre-demographic dividend,2.839959822,3.900137235,21.30023895,25.26506835,28.32420915,38.55644525,44.54861312,60.95347127,62.19025879,71.13490038,67.71308843,68.76901775,67.90707214,68.16733127,68.72788037,68.65925265,71.08037856,71.66896037,72.08492278,72.48613065
HEPB,Puerto Rico,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,Qatar,89,93,98,93,97,97,96,94,97,99,97,93,93,97,89,99,98,97,98,98
HEPB,Romania,98,98,99,98,99,98,99,99,97,95,98,96,96,96,94,90,90,92,93,90
HEPB,Russian Federation,..,43,81,94,96,97,98,98,98,98,97,97,97,97,97,97,97,97,97,97
HEPB,Rwanda,..,..,88,96,89,95,99,97,97,97,97,97,98,98,98,98,98,98,97,98
HEPB,Samoa,93,93,92,90,62,51,46,58,26,58,72,75,82,85,81,84,80,74,34,58
HEPB,San Marino,97,96,96,96,95,95,92,91,91,89,89,92,88,83,83,84,86,82,78,87
HEPB,Sao Tome and Principe,..,..,..,43,70,96,75,87,99,98,98,96,96,97,95,96,96,95,95,95
HEPB,Saudi Arabia,93,95,97,95,96,97,96,96,98,98,98,98,98,98,98,98,98,98,97,97
HEPB,Senegal,..,..,..,..,54,84,89,94,88,86,89,92,91,92,89,89,93,93,82,93
HEPB,Serbia,..,..,..,..,89,65,93,99,93,93,89,94,97,91,92,94,91,93,91,94
HEPB,Seychelles,98,96,99,99,99,99,99,99,99,99,99,99,99,99,99,98,97,98,99,99
HEPB,Sierra Leone,..,..,..,..,..,..,..,63,77,84,86,89,91,92,83,86,84,90,93,95
HEPB,Singapore,97,95,95,95,94,96,95,96,97,96,96,96,97,97,96,96,96,96,96,96
HEPB,Sint Maarten (Dutch part),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,Slovak Republic,98,99,99,99,99,99,99,99,99,99,99,99,99,98,97,96,96,96,96,97
HEPB,Slovenia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,Small states,35.38956867,38.47530885,38.86087898,47.97260563,60.00612485,65.13288092,66.86823002,68.51355428,73.77317241,78.86439504,84.4764274,85.27623045,87.17779222,86.95856153,87.23569137,87.65840272,87.41127226,86.98681597,87.5359084,86.70367754
HEPB,Solomon Islands,81,83,75,79,81,83,99,90,89,91,87,92,92,83,77,87,94,83,85,94
HEPB,Somalia,..,..,..,..,..,..,..,..,..,..,..,..,..,42,42,42,42,42,42,42
HEPB,South Africa,73,72,72,71,76,79,83,83,76,74,71,76,70,73,85,85,76,76,74,77
HEPB,South Asia,0.05841714362,0.05259844374,0.04975432277,8.696569133,14.39391382,19.95456446,22.02002477,24.03041445,40.63696481,46.43517272,46.91022324,53.1463768,73.86209419,71.98236255,78.90779335,85.06930344,86.13536499,86.85105252,87.52140365,88.21420101
HEPB,South Asia (IDA & IBRD),0.05841714362,0.05259844374,0.04975432277,8.696569133,14.39391382,19.95456446,22.02002477,24.03041445,40.63696481,46.43517272,46.91022324,53.1463768,73.86209419,71.98236255,78.90779335,85.06930344,86.13536499,86.85105252,87.52140365,88.21420101
HEPB,South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31,45,47,49,49
HEPB,Spain,77,83,82,81,97,96,97,96,97,96,97,97,96,95,96,97,97,95,96,96
HEPB,Sri Lanka,..,..,..,32,62,99,98,98,98,97,99,99,99,99,99,99,99,99,99,99
HEPB,St. Kitts and Nevis,99,99,96,99,96,99,99,99,98,97,96,98,98,97,98,94,98,98,98,97
HEPB,St. Lucia,..,..,14,84,91,95,85,99,96,95,97,99,98,99,99,99,95,80,95,92
HEPB,St. Martin (French part),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,St. Vincent and the Grenadines,..,..,..,31,99,99,99,99,99,99,99,96,96,97,98,99,99,99,97,97
HEPB,Sub-Saharan Africa,4.678315538,5.442625919,23.53279816,27.06864821,29.93894289,39.10855504,44.8802074,61.98826991,62.90232224,70.81487163,68.65737826,69.80316843,69.13182874,69.02363797,70.27379241,70.02644884,72.04767224,72.50635907,72.76516844,73.22575646
HEPB,Sub-Saharan Africa (excluding high income),4.672630104,5.437410728,23.52821148,27.06421893,29.9346652,39.10488132,44.87690255,61.9861207,62.90031203,70.81336241,68.65580316,69.8016455,69.13035059,69.02216686,70.27239447,70.02510312,72.04650648,72.5051644,72.76396048,73.22459415
HEPB,Sub-Saharan Africa (IDA & IBRD countries),4.678315538,5.442625919,23.53279816,27.06864821,29.93894289,39.10855504,44.8802074,61.98826991,62.90232224,70.81487163,68.65737826,69.80316843,69.13182874,69.02363797,70.27379241,70.02644884,72.04767224,72.50635907,72.76516844,73.22575646
HEPB,Sudan,..,..,..,..,..,22,60,78,78,72,75,93,92,93,94,93,93,95,93,93
HEPB,Suriname,..,..,..,..,..,83,84,84,84,87,84,80,76,76,71,73,77,67,81,77
HEPB,Sweden,..,..,..,..,..,..,..,..,..,..,..,29,30,35,42,53,67,76,92,97
HEPB,Switzerland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69,69,69
HEPB,Syrian Arab Republic,79,80,80,81,82,83,83,83,83,84,84,66,43,71,47,41,42,48,47,54
HEPB,Tajikistan,..,..,39,58,81,81,88,84,86,93,93,96,94,96,97,96,97,96,96,97
HEPB,Tanzania,..,..,89,95,95,90,90,83,86,85,91,90,92,91,97,96,92,90,89,89
HEPB,Thailand,95,95,95,96,96,96,96,96,98,98,98,98,98,99,99,99,99,99,97,97
HEPB,Timor-Leste,..,..,..,..,..,..,..,..,79,72,72,67,83,82,77,76,79,83,83,83
HEPB,Togo,..,..,..,..,..,..,..,..,24,78,83,85,84,84,84,82,82,83,81,84
HEPB,Tonga,97,96,95,93,99,99,99,99,98,99,99,99,95,99,98,96,96,99,99,99
HEPB,Trinidad and Tobago,..,..,5,76,94,95,89,89,90,90,90,90,92,92,92,90,97,89,99,93
HEPB,Tunisia,94,94,93,92,96,97,99,98,99,99,98,98,95,95,94,93,93,92,90,92
HEPB,Turkey,71,77,72,68,77,85,82,96,92,94,96,96,97,97,96,97,98,96,98,99
HEPB,Turkmenistan,..,..,96,97,96,99,98,98,96,97,96,97,98,98,97,99,98,99,99,99
HEPB,Turks and Caicos Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,Tuvalu,81,99,99,95,98,79,97,97,99,91,89,96,97,90,89,96,94,96,89,92
HEPB,Uganda,..,..,29,44,62,64,64,73,71,79,80,82,83,84,85,89,93,94,93,93
HEPB,Ukraine,4,7,48,77,98,97,96,92,84,66,48,21,46,46,22,22,26,52,67,76
HEPB,United Arab Emirates,92,92,92,92,92,92,92,92,92,93,94,95,96,98,99,99,99,98,99,98
HEPB,United Kingdom,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93
HEPB,United States,90,89,88,92,92,93,93,93,94,92,92,91,90,91,92,92,93,93,91,91
HEPB,Upper middle income,63.23008519,67.74469601,73.53224046,79.08493674,82.7735711,87.47003479,91.01643951,91.90813017,93.24984566,95.57161326,95.22634324,95.77227933,95.33209628,94.34905744,94.66624381,94.58128226,94.43364481,92.84736893,92.60515948,91.59384565
HEPB,Uruguay,92,94,95,91,94,96,95,94,94,95,95,95,95,94,95,95,95,93,91,94
HEPB,Uzbekistan,..,..,62,99,99,99,98,99,91,98,99,99,99,99,99,99,99,99,98,96
HEPB,Vanuatu,70,68,66,64,63,61,59,62,66,69,73,76,79,83,86,80,81,85,85,90
HEPB,"Venezuela, RB",5,53,60,72,82,88,71,62,53,84,78,78,81,82,78,87,84,66,60,64
HEPB,Vietnam,..,..,..,78,94,94,93,67,87,94,88,95,97,59,95,97,96,94,75,89
HEPB,Virgin Islands (U.S.),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,West Bank and Gaza,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
HEPB,World,30.38290309,33.2372758,38.46557883,44.77915923,48.97311798,54.17583058,57.85088204,62.72803069,68.63574677,72.96006032,72.51485957,74.40694389,80.02507242,79.59642022,81.46181704,82.7169285,84.01772609,83.65028522,83.46807141,84.95075328
HEPB,"Yemen, Rep.",14,19,31,38,43,80,78,79,78,76,76,69,67,73,73,69,71,68,65,73
HEPB,Zambia,..,..,..,..,..,82,81,80,87,94,83,81,78,79,86,90,91,94,90,88
HEPB,Zimbabwe,79,76,73,70,68,65,68,72,75,73,90,94,97,95,91,87,90,89,89,90
IDPT,Afghanistan,24,33,36,41,50,58,58,63,64,63,66,68,67,64,62,65,66,66,66,66
IDPT,Africa Eastern and Southern,57.05828081,57.85954759,59.74873551,62.14703655,65.55315386,68.40087876,69.50677125,72.02663806,72.44375754,74.78720348,74.59382787,77.97837594,77.46249914,76.08721456,77.89502619,77.41076641,76.40823423,76.29674244,76.82352511,77.06584932
IDPT,Africa Western and Central,43.2233421,42.55286342,43.59388128,47.36511235,50.34244739,53.95836547,57.28237015,59.36876258,64.62595935,69.66166124,66.29877539,62.55807658,61.15808137,60.75101359,60.96995119,60.71739583,66.37807795,67.87137722,67.49083184,68.48526537
IDPT,Albania,97,97,98,97,97,98,97,98,99,98,99,99,99,99,98,99,98,99,99,99
IDPT,Algeria,86,89,86,87,86,88,95,95,93,95,95,95,95,95,95,95,91,91,91,91
IDPT,American Samoa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDPT,Andorra,98,96,97,99,99,98,93,96,99,99,99,99,99,96,97,97,98,99,99,99
IDPT,Angola,31,42,47,46,47,47,44,48,49,50,51,52,53,54,55,59,59,56,63,57
IDPT,Antigua and Barbuda,95,97,98,99,97,99,99,99,99,99,98,99,98,99,99,99,92,95,95,95
IDPT,Arab World,82.93737241,84.08292327,82.01680727,82.3856232,83.30143295,84.14356843,83.47160459,84.88793617,85.83286952,86.75165948,87.72525347,87.54270167,84.43311987,86.29190945,85.7713158,84.74380819,85.78904479,86.93700678,85.93514228,86.56053621
IDPT,Argentina,83,83,93,96,98,98,91,91,93,94,94,91,91,94,94,94,92,86,86,86
IDPT,Armenia,93,94,94,94,91,90,87,88,89,93,94,95,95,95,93,94,94,94,92,92
IDPT,Aruba,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDPT,Australia,90,92,92,93,92,92,92,92,92,92,92,92,92,91,92,93,94,95,95,95
IDPT,Austria,81,84,83,84,83,86,83,85,83,83,86,89,92,95,98,93,87,90,85,85
IDPT,Azerbaijan,76,77,76,77,77,75,78,79,81,81,81,87,89,93,94,96,97,95,95,94
IDPT,"Bahamas, The",99,99,94,92,93,93,95,95,93,96,99,98,98,97,96,95,94,94,90,86
IDPT,Bahrain,97,99,98,97,98,98,98,97,97,98,99,99,99,99,98,98,99,97,99,99
IDPT,Bangladesh,82,85,83,87,99,93,94,94,96,97,94,96,94,96,97,98,98,98,98,98
IDPT,Barbados,93,84,87,89,93,92,84,93,85,93,86,91,87,91,94,97,97,90,95,90
IDPT,Belarus,99,99,99,50,99,99,99,95,97,96,98,98,98,98,97,99,98,97,97,98
IDPT,Belgium,95,95,95,95,95,97,98,98,99,98,98,98,99,99,99,99,98,98,98,98
IDPT,Belize,91,96,89,96,97,96,98,96,94,97,96,95,98,95,95,94,95,88,96,98
IDPT,Benin,78,76,75,73,72,70,74,82,75,79,76,75,80,77,74,74,76,76,76,76
IDPT,Bermuda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDPT,Bhutan,92,88,86,95,89,95,95,95,96,93,91,95,97,97,99,99,98,98,97,97
IDPT,Bolivia,75,71,77,88,84,85,83,84,88,93,91,95,93,87,85,89,87,84,83,75
IDPT,Bosnia and Herzegovina,85,91,80,87,84,93,87,95,91,90,89,88,92,89,86,82,78,75,73,73
IDPT,Botswana,97,97,97,96,96,96,96,96,96,96,95,95,95,95,95,95,95,95,95,95
IDPT,Brazil,98,98,99,99,99,99,99,99,99,99,99,99,95,97,93,96,89,89,87,73
IDPT,British Virgin Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDPT,Brunei Darussalam,99,97,94,92,92,94,97,99,98,99,95,97,95,99,99,99,99,99,99,99
IDPT,Bulgaria,93,94,93,96,95,96,95,95,95,94,94,95,95,95,88,91,92,92,92,92
IDPT,Burkina Faso,45,62,69,79,79,82,86,89,93,92,91,91,90,88,91,91,91,91,91,91
IDPT,Burundi,80,81,81,82,83,87,92,99,92,94,96,96,96,96,95,94,94,91,90,93
IDPT,Cabo Verde,90,90,91,92,93,95,96,98,99,99,99,90,94,93,95,93,96,96,98,96
IDPT,Cambodia,59,60,54,69,85,82,80,82,91,94,90,91,90,86,91,92,93,93,92,92
IDPT,Cameroon,62,63,66,73,73,80,81,82,84,80,84,82,85,89,83,78,75,74,67,67
IDPT,Canada,89,89,88,91,91,93,95,94,92,91,89,87,91,91,91,91,91,91,91,91
IDPT,Caribbean small states,89.80517814,92.71109341,93.49033032,92.20294914,94.47146306,95.36529585,92.93529121,91.71661185,91.11200959,92.10502584,93.83955457,91.52504212,93.67889749,92.50581145,91.6878642,91.62022074,95.66689369,90.0222083,95.02963308,93.51089603
IDPT,Cayman Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDPT,Central African Republic,37,40,44,47,51,54,51,48,45,42,45,47,47,23,47,47,47,47,47,47
IDPT,Central Europe and the Baltics,97.48151487,97.67484105,97.80361944,97.66836073,97.7852547,97.80594171,97.79276852,97.68252407,97.71596458,97.48507183,97.19448887,96.14279612,96.57703703,96.66403201,95.97764766,95.1802865,95.20858874,93.14615138,93.55432475,94.13122027
IDPT,Chad,36,26,25,23,21,25,40,28,19,24,39,33,40,39,36,42,41,41,46,50
IDPT,Channel Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDPT,Chile,91,97,97,96,93,91,94,96,95,94,92,94,90,91,95,96,95,93,95,96
IDPT,China,85,86,86,86,87,87,93,93,97,99,99,99,99,99,99,99,99,99,99,99
IDPT,Colombia,79,80,81,92,89,93,93,93,92,92,88,85,91,91,90,91,91,92,92,92
IDPT,Comoros,70,70,89,80,76,68,69,75,81,83,74,83,86,87,87,91,91,91,91,91
IDPT,"Congo, Dem. Rep.",40,30,38,41,54,60,62,70,65,72,60,74,75,68,68,63,57,57,57,57
IDPT,"Congo, Rep.",33,31,41,50,67,62,73,72,79,78,74,82,85,85,90,80,71,69,75,79
IDPT,Costa Rica,88,91,94,88,90,91,89,89,90,86,88,85,91,95,91,92,97,96,94,95
IDPT,Cote d'Ivoire,65,66,64,61,67,76,77,76,74,81,78,61,82,75,73,79,87,83,86,84
IDPT,Croatia,93,94,95,94,96,96,96,96,96,96,97,96,96,96,95,94,93,92,93,94
IDPT,Cuba,95,98,99,72,88,89,89,93,95,96,96,97,99,99,99,99,99,99,99,99
IDPT,Curacao,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDPT,Cyprus,97,97,98,98,98,98,97,97,97,99,99,99,99,99,99,97,97,97,99,96
IDPT,Czech Republic,98,98,98,97,98,97,98,99,99,99,99,99,99,98,97,97,96,96,97,97
IDPT,Denmark,97,97,98,96,95,93,93,87,88,89,90,91,94,94,94,93,94,98,97,97
IDPT,Djibouti,46,53,62,68,64,71,72,88,89,89,88,87,81,82,78,84,68,76,84,85
IDPT,Dominica,99,99,98,99,99,98,95,96,96,99,98,98,97,96,97,98,99,91,94,99
IDPT,Dominican Republic,78,72,82,79,79,87,89,85,82,82,88,84,85,83,91,85,87,84,94,89
IDPT,Early-demographic dividend,68.82279926,69.17868956,68.87535145,70.55288913,73.19571056,73.81223516,74.10488948,73.71003799,76.6538899,78.89367729,80.80571723,83.20823436,83.30533007,83.75792729,84.11761169,84.53609821,86.35379578,85.84176289,85.94898004,86.30382442
IDPT,East Asia & Pacific,83.49841134,84.34883206,82.73536836,84.48138962,85.34610794,85.41404448,88.99002,89.05844119,92.34557779,93.72642186,93.37906268,94.06826985,95.09825013,93.769217,93.63297899,92.62324738,94.42631505,93.54149404,92.06200115,92.75388677
IDPT,East Asia & Pacific (excluding high income),83.07443707,83.63458426,81.83427474,83.65877061,84.67580377,84.65172436,88.4543404,88.63517094,92.10035463,93.61046766,93.24088263,93.89177797,94.99929912,93.63115679,93.47693976,92.41120483,94.21584409,93.28207903,91.73807446,92.48073361
IDPT,East Asia & Pacific (IDA & IBRD countries),83.43567112,83.9010865,82.0734967,83.87210801,84.85025192,84.72917967,88.44684025,88.59170639,92.10159628,93.61772363,93.24366389,93.89058508,94.98792465,93.63837964,93.4824602,92.36913833,94.19432858,93.23727803,91.67368132,92.42458005
IDPT,Ecuador,87,89,88,87,88,92,96,96,96,94,91,88,87,87,83,78,83,85,85,85
IDPT,"Egypt, Arab Rep.",98,99,97,98,97,98,98,98,97,97,97,96,93,97,94,93,95,94,95,95
IDPT,El Salvador,99,92,81,94,90,89,96,99,98,91,89,89,92,92,94,91,93,85,81,81
IDPT,Equatorial Guinea,35,37,39,41,43,44,46,48,50,52,54,54,54,53,53,40,53,53,53,53
IDPT,Eritrea,81,86,90,93,98,96,94,95,95,95,95,94,94,94,94,95,95,95,95,95
IDPT,Estonia,93,94,94,94,94,96,95,95,95,95,94,93,94,94,93,93,93,93,92,91
IDPT,Eswatini,84,84,85,85,86,86,87,87,88,88,89,91,95,98,98,90,90,90,90,90
IDPT,Ethiopia,30,32,35,37,40,44,46,50,54,58,61,65,62,59,61,64,66,69,68,69
IDPT,Euro area,92.58042332,94.5108502,94.80131714,96.43330398,95.91343213,95.95075779,96.77394868,96.8415234,96.83878857,96.43909796,96.90195125,96.76205551,97.06519119,96.4226657,96.13076381,95.32006155,94.93571067,94.80543045,94.71651372,94.78252574
IDPT,Europe & Central Asia,92.88414548,93.97225941,92.87371038,91.25826843,93.8992817,95.02574605,95.25621735,95.92905462,95.87586125,94.98656387,94.38769753,94.35137682,95.74427814,95.80992017,92.95817494,93.04718586,92.38980693,93.72809872,94.74893226,95.19320582
IDPT,Europe & Central Asia (excluding high income),92.62776047,93.53782493,91.02652345,86.81092532,92.18656478,94.58560819,94.30235839,95.65265949,95.52402574,93.91558367,92.37285718,92.26660568,94.7554864,95.29341872,90.41158071,91.01695669,90.23734846,92.74434019,94.66100225,95.52006973
IDPT,Europe & Central Asia (IDA & IBRD countries),93.00841351,93.83180735,91.58832114,87.66012801,92.65353192,94.8797988,94.61399284,95.87750408,95.76298754,94.27803168,92.85450041,92.7565524,95.02857512,95.51622271,90.86497116,91.41441943,90.64549186,92.92007848,94.67090024,95.48094425
IDPT,European Union,93.84456837,95.31308754,95.57513673,96.75504234,96.36788421,96.34154739,96.98538327,96.92979502,96.94842759,96.60236324,96.92760173,96.59897743,96.97674196,96.51814398,96.13554895,95.35260159,95.05783546,94.50710077,94.54963069,94.72576862
IDPT,Faroe Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDPT,Fiji,90,91,93,94,95,96,98,99,99,99,99,99,99,99,99,99,99,99,99,99
IDPT,Finland,99,98,98,98,98,97,97,99,99,99,99,99,99,98,98,97,92,89,91,91
IDPT,Fragile and conflict affected situations,47.95368164,46.92672111,48.31942804,51.13964056,55.2545865,57.77938453,59.46386439,61.89124993,64.65008644,69.59310786,67.43167673,67.74608743,65.31676634,64.21673209,64.94461357,64.5186628,66.91903597,67.90027467,67.3248214,68.12393298
IDPT,France,97,97,97,97,98,98,99,99,99,98,99,99,99,99,98,97,96,96,96,96
IDPT,French Polynesia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDPT,Gabon,45,45,45,45,45,45,45,81,82,76,67,75,82,79,70,80,75,75,70,70
IDPT,"Gambia, The",80,87,87,87,87,95,95,95,96,98,97,96,98,97,96,97,95,92,93,88
IDPT,Georgia,80,87,84,75,78,82,88,98,92,88,92,94,92,93,91,94,92,91,93,94
IDPT,Germany,90,93,93,97,96,96,96,96,96,96,96,95,95,93,93,93,93,93,93,93
IDPT,Ghana,88,79,78,80,80,84,84,94,93,94,94,91,92,90,98,88,93,99,97,97
IDPT,Gibraltar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDPT,Greece,89,91,92,94,95,96,98,99,99,99,99,99,99,99,99,99,99,99,99,99
IDPT,Greenland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDPT,Grenada,97,96,98,97,83,99,91,96,99,99,97,95,97,97,97,92,96,96,95,92
IDPT,Guam,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDPT,Guatemala,81,77,82,84,87,87,89,85,95,92,94,88,96,85,73,74,80,82,86,85
IDPT,Guinea,46,50,53,57,60,59,57,63,60,57,64,63,57,50,44,47,47,47,47,47
IDPT,Guinea-Bissau,49,53,57,60,64,68,71,74,77,80,83,86,87,87,88,88,88,88,88,84
IDPT,Guyana,88,85,91,90,91,93,93,94,93,98,95,93,97,98,98,95,97,97,95,99
IDPT,Haiti,43,46,50,53,57,60,62,64,64,65,67,68,66,65,63,64,64,64,64,51
IDPT,Heavily indebted poor countries (HIPC),53.21790502,54.37265591,56.93817471,61.17251593,64.70409747,68.16122647,69.55847886,72.09830329,72.31289433,74.5699184,74.75465809,76.86016568,77.38335053,75.62358253,76.72160312,76.812396,76.78492798,77.47300935,76.61898958,77.03808626
IDPT,High income,92.70234632,94.43010162,94.52262723,95.75475744,95.50295944,95.66305618,96.13231159,95.86932506,95.99235542,95.53790357,95.61895307,96.12919773,95.62501125,95.40374729,95.65493136,95.50291845,95.58987827,95.45407279,94.96480754,94.93744515
IDPT,Honduras,94,96,95,92,94,98,95,94,93,97,97,97,98,98,98,98,94,89,90,87
IDPT,"Hong Kong SAR, China",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDPT,Hungary,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
IDPT,IBRD only,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDPT,Iceland,98,92,95,97,99,95,97,97,98,96,96,95,89,91,90,92,91,89,91,91
IDPT,IDA & IBRD total,70.86092611,71.44396579,70.95791825,72.62187515,74.77335662,75.61177293,76.84068885,76.9820319,79.77701606,82.03157698,82.40856144,83.74194369,83.62756024,83.1095149,83.51177156,83.68538713,84.85852558,84.80356614,84.6643406,84.75601534
IDPT,IDA blend,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDPT,IDA only,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDPT,IDA total,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDPT,India,58,59,59,61,63,65,65,64,70,74,79,82,82,83,85,87,88,89,90,91
IDPT,Indonesia,75,76,70,71,71,72,72,73,77,78,81,81,87,92,88,84,84,85,85,85
IDPT,"Iran, Islamic Rep.",99,96,99,99,99,95,98,99,99,99,99,99,99,98,99,98,99,99,99,99
